Vegetation,Day,Month,Year,Date,Time,NDVI,CleanedNDVI(>0.15)
NardusJuncus,26,Mar,2018,26/03/2018,33.229295,0.385,0.385
Luzula,26,Mar,2018,26/03/2018,33.229295,0.385,0.385
RichAgrostisFestuca,26,Mar,2018,26/03/2018,33.229295,0.391,0.391
NardusRacomitrium,26,Mar,2018,26/03/2018,33.229295,0.393,0.393
WetHeath,26,Mar,2018,26/03/2018,33.229295,0.395,0.395
Molinia,26,Mar,2018,26/03/2018,33.229295,0.399,0.399
Eriophorum,26,Mar,2018,26/03/2018,33.229295,0.401,0.401
DryHeath,26,Mar,2018,26/03/2018,33.229295,0.404,0.404
PoorAgrostisFestuca,26,Mar,2018,26/03/2018,33.229295,0.407,0.407
HolcusAgrostis,26,Mar,2018,26/03/2018,33.229295,0.419,0.419
HolcusPoa,26,Mar,2018,26/03/2018,33.229295,0.421,0.421
Sphagnum,26,Mar,2018,26/03/2018,33.229295,0.427,0.427
HolcusAgrostisSphagnum,26,Mar,2018,26/03/2018,33.229295,0.437,0.437
FestucaRubra,26,Mar,2018,26/03/2018,33.229295,0.446,0.446
AgFesMol,26,Mar,2018,26/03/2018,33.229295,0.446,0.446
Plantago,26,Mar,2018,26/03/2018,33.229295,0.453,0.453
Lair,26,Mar,2018,26/03/2018,33.229295,0.484,0.484
Cliff,2,Apr,2018,02/04/2018,33.24845996,0.34,0.34
Rumex,2,Apr,2018,02/04/2018,33.24845996,0.348,0.348
NardusJuncus,2,Apr,2018,02/04/2018,33.24845996,0.353,0.353
AgFesMol,2,Apr,2018,02/04/2018,33.24845996,0.353,0.353
NardusRacomitrium,2,Apr,2018,02/04/2018,33.24845996,0.359,0.359
Holcus,2,Apr,2018,02/04/2018,33.24845996,0.363,0.363
PoorAgrostisFestuca,2,Apr,2018,02/04/2018,33.24845996,0.365,0.365
Sphagnum,2,Apr,2018,02/04/2018,33.24845996,0.384,0.384
WetHeath,2,Apr,2018,02/04/2018,33.24845996,0.385,0.385
Molinia,2,Apr,2018,02/04/2018,33.24845996,0.385,0.385
HolcusAgrostisSphagnum,2,Apr,2018,02/04/2018,33.24845996,0.387,0.387
Luzula,2,Apr,2018,02/04/2018,33.24845996,0.388,0.388
Eriophorum,2,Apr,2018,02/04/2018,33.24845996,0.388,0.388
Plantago,2,Apr,2018,02/04/2018,33.24845996,0.389,0.389
HolcusPoa,2,Apr,2018,02/04/2018,33.24845996,0.405,0.405
Lair,2,Apr,2018,02/04/2018,33.24845996,0.407,0.407
DryHeath,2,Apr,2018,02/04/2018,33.24845996,0.408,0.408
RichAgrostisFestuca,2,Apr,2018,02/04/2018,33.24845996,0.412,0.412
FestucaRubra,2,Apr,2018,02/04/2018,33.24845996,0.442,0.442
HolcusAgrostis,2,Apr,2018,02/04/2018,33.24845996,0.448,0.448
WetHeath,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Sphagnum,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Rumex,11,Apr,2018,11/04/2018,33.27310062,NA,NA
RichAgrostisFestuca,11,Apr,2018,11/04/2018,33.27310062,NA,NA
PoorAgrostisFestuca,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Plantago,11,Apr,2018,11/04/2018,33.27310062,NA,NA
NardusRacomitrium,11,Apr,2018,11/04/2018,33.27310062,NA,NA
NardusJuncus,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Molinia,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Luzula,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Lair,11,Apr,2018,11/04/2018,33.27310062,NA,NA
HolcusPoa,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Holcus,11,Apr,2018,11/04/2018,33.27310062,NA,NA
HolcusAgrostisSphagnum,11,Apr,2018,11/04/2018,33.27310062,NA,NA
HolcusAgrostis,11,Apr,2018,11/04/2018,33.27310062,NA,NA
FestucaRubra,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Eriophorum,11,Apr,2018,11/04/2018,33.27310062,NA,NA
DryHeath,11,Apr,2018,11/04/2018,33.27310062,NA,NA
Cliff,11,Apr,2018,11/04/2018,33.27310062,NA,NA
AgFesMol,11,Apr,2018,11/04/2018,33.27310062,NA,NA
RichAgrostisFestuca,19,Apr,2018,19/04/2018,33.29500342,0.221,0.221
FestucaRubra,19,Apr,2018,19/04/2018,33.29500342,0.225,0.225
Cliff,19,Apr,2018,19/04/2018,33.29500342,0.226,0.226
DryHeath,19,Apr,2018,19/04/2018,33.29500342,0.237,0.237
Holcus,19,Apr,2018,19/04/2018,33.29500342,0.248,0.248
AgFesMol,19,Apr,2018,19/04/2018,33.29500342,0.248,0.248
PoorAgrostisFestuca,19,Apr,2018,19/04/2018,33.29500342,0.293,0.293
Molinia,19,Apr,2018,19/04/2018,33.29500342,0.296,0.296
Plantago,19,Apr,2018,19/04/2018,33.29500342,0.415,0.415
Lair,19,Apr,2018,19/04/2018,33.29500342,0.503,0.503
WetHeath,19,Apr,2018,19/04/2018,33.29500342,NA,NA
Sphagnum,19,Apr,2018,19/04/2018,33.29500342,NA,NA
Rumex,19,Apr,2018,19/04/2018,33.29500342,NA,NA
NardusRacomitrium,19,Apr,2018,19/04/2018,33.29500342,NA,NA
NardusJuncus,19,Apr,2018,19/04/2018,33.29500342,NA,NA
Luzula,19,Apr,2018,19/04/2018,33.29500342,NA,NA
HolcusPoa,19,Apr,2018,19/04/2018,33.29500342,NA,NA
HolcusAgrostisSphagnum,19,Apr,2018,19/04/2018,33.29500342,NA,NA
HolcusAgrostis,19,Apr,2018,19/04/2018,33.29500342,NA,NA
Eriophorum,19,Apr,2018,19/04/2018,33.29500342,NA,NA
Sphagnum,27,Apr,2018,27/04/2018,33.31690623,-0.009,NA
Eriophorum,27,Apr,2018,27/04/2018,33.31690623,-0.007,NA
PoorAgrostisFestuca,27,Apr,2018,27/04/2018,33.31690623,0.414,0.414
WetHeath,27,Apr,2018,27/04/2018,33.31690623,0.442,0.442
DryHeath,27,Apr,2018,27/04/2018,33.31690623,0.462,0.462
RichAgrostisFestuca,27,Apr,2018,27/04/2018,33.31690623,0.472,0.472
NardusRacomitrium,27,Apr,2018,27/04/2018,33.31690623,0.496,0.496
Luzula,27,Apr,2018,27/04/2018,33.31690623,0.511,0.511
Holcus,27,Apr,2018,27/04/2018,33.31690623,0.534,0.534
HolcusPoa,27,Apr,2018,27/04/2018,33.31690623,0.536,0.536
Cliff,27,Apr,2018,27/04/2018,33.31690623,0.538,0.538
HolcusAgrostis,27,Apr,2018,27/04/2018,33.31690623,0.557,0.557
Rumex,27,Apr,2018,27/04/2018,33.31690623,0.621,0.621
Plantago,27,Apr,2018,27/04/2018,33.31690623,NA,NA
NardusJuncus,27,Apr,2018,27/04/2018,33.31690623,NA,NA
Molinia,27,Apr,2018,27/04/2018,33.31690623,NA,NA
Lair,27,Apr,2018,27/04/2018,33.31690623,NA,NA
HolcusAgrostisSphagnum,27,Apr,2018,27/04/2018,33.31690623,NA,NA
FestucaRubra,27,Apr,2018,27/04/2018,33.31690623,NA,NA
AgFesMol,27,Apr,2018,27/04/2018,33.31690623,NA,NA
WetHeath,5,May,2018,05/05/2018,33.33880903,NA,NA
Sphagnum,5,May,2018,05/05/2018,33.33880903,NA,NA
Rumex,5,May,2018,05/05/2018,33.33880903,NA,NA
RichAgrostisFestuca,5,May,2018,05/05/2018,33.33880903,NA,NA
PoorAgrostisFestuca,5,May,2018,05/05/2018,33.33880903,NA,NA
Plantago,5,May,2018,05/05/2018,33.33880903,NA,NA
NardusRacomitrium,5,May,2018,05/05/2018,33.33880903,NA,NA
NardusJuncus,5,May,2018,05/05/2018,33.33880903,NA,NA
Molinia,5,May,2018,05/05/2018,33.33880903,NA,NA
Luzula,5,May,2018,05/05/2018,33.33880903,NA,NA
Lair,5,May,2018,05/05/2018,33.33880903,NA,NA
HolcusPoa,5,May,2018,05/05/2018,33.33880903,NA,NA
Holcus,5,May,2018,05/05/2018,33.33880903,NA,NA
HolcusAgrostisSphagnum,5,May,2018,05/05/2018,33.33880903,NA,NA
HolcusAgrostis,5,May,2018,05/05/2018,33.33880903,NA,NA
FestucaRubra,5,May,2018,05/05/2018,33.33880903,NA,NA
Eriophorum,5,May,2018,05/05/2018,33.33880903,NA,NA
DryHeath,5,May,2018,05/05/2018,33.33880903,NA,NA
Cliff,5,May,2018,05/05/2018,33.33880903,NA,NA
AgFesMol,5,May,2018,05/05/2018,33.33880903,NA,NA
PoorAgrostisFestuca,13,May,2018,13/05/2018,33.36071184,0.566,0.566
Lair,13,May,2018,13/05/2018,33.36071184,0.614,0.614
HolcusPoa,13,May,2018,13/05/2018,33.36071184,0.635,0.635
WetHeath,13,May,2018,13/05/2018,33.36071184,NA,NA
Sphagnum,13,May,2018,13/05/2018,33.36071184,NA,NA
Rumex,13,May,2018,13/05/2018,33.36071184,NA,NA
RichAgrostisFestuca,13,May,2018,13/05/2018,33.36071184,NA,NA
Plantago,13,May,2018,13/05/2018,33.36071184,NA,NA
NardusRacomitrium,13,May,2018,13/05/2018,33.36071184,NA,NA
NardusJuncus,13,May,2018,13/05/2018,33.36071184,NA,NA
Molinia,13,May,2018,13/05/2018,33.36071184,NA,NA
Luzula,13,May,2018,13/05/2018,33.36071184,NA,NA
Holcus,13,May,2018,13/05/2018,33.36071184,NA,NA
HolcusAgrostisSphagnum,13,May,2018,13/05/2018,33.36071184,NA,NA
HolcusAgrostis,13,May,2018,13/05/2018,33.36071184,NA,NA
FestucaRubra,13,May,2018,13/05/2018,33.36071184,NA,NA
Eriophorum,13,May,2018,13/05/2018,33.36071184,NA,NA
DryHeath,13,May,2018,13/05/2018,33.36071184,NA,NA
Cliff,13,May,2018,13/05/2018,33.36071184,NA,NA
AgFesMol,13,May,2018,13/05/2018,33.36071184,NA,NA
NardusRacomitrium,29,May,2018,29/05/2018,33.40451745,0.541,0.541
NardusJuncus,29,May,2018,29/05/2018,33.40451745,0.544,0.544
WetHeath,29,May,2018,29/05/2018,33.40451745,0.57,0.57
Cliff,29,May,2018,29/05/2018,33.40451745,0.578,0.578
DryHeath,29,May,2018,29/05/2018,33.40451745,0.592,0.592
Eriophorum,29,May,2018,29/05/2018,33.40451745,0.603,0.603
Molinia,29,May,2018,29/05/2018,33.40451745,0.605,0.605
PoorAgrostisFestuca,29,May,2018,29/05/2018,33.40451745,0.627,0.627
Sphagnum,29,May,2018,29/05/2018,33.40451745,0.628,0.628
RichAgrostisFestuca,29,May,2018,29/05/2018,33.40451745,0.644,0.644
Luzula,29,May,2018,29/05/2018,33.40451745,0.644,0.644
AgFesMol,29,May,2018,29/05/2018,33.40451745,0.646,0.646
Holcus,29,May,2018,29/05/2018,33.40451745,0.66,0.66
Plantago,29,May,2018,29/05/2018,33.40451745,0.677,0.677
HolcusAgrostisSphagnum,29,May,2018,29/05/2018,33.40451745,0.68,0.68
Rumex,29,May,2018,29/05/2018,33.40451745,0.698,0.698
FestucaRubra,29,May,2018,29/05/2018,33.40451745,0.71,0.71
Lair,29,May,2018,29/05/2018,33.40451745,0.722,0.722
HolcusPoa,29,May,2018,29/05/2018,33.40451745,0.725,0.725
HolcusAgrostis,29,May,2018,29/05/2018,33.40451745,0.725,0.725
WetHeath,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Sphagnum,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Rumex,5,Jun,2018,05/06/2018,33.42368241,NA,NA
RichAgrostisFestuca,5,Jun,2018,05/06/2018,33.42368241,NA,NA
PoorAgrostisFestuca,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Plantago,5,Jun,2018,05/06/2018,33.42368241,NA,NA
NardusRacomitrium,5,Jun,2018,05/06/2018,33.42368241,NA,NA
NardusJuncus,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Molinia,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Luzula,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Lair,5,Jun,2018,05/06/2018,33.42368241,NA,NA
HolcusPoa,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Holcus,5,Jun,2018,05/06/2018,33.42368241,NA,NA
HolcusAgrostisSphagnum,5,Jun,2018,05/06/2018,33.42368241,NA,NA
HolcusAgrostis,5,Jun,2018,05/06/2018,33.42368241,NA,NA
FestucaRubra,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Eriophorum,5,Jun,2018,05/06/2018,33.42368241,NA,NA
DryHeath,5,Jun,2018,05/06/2018,33.42368241,NA,NA
Cliff,5,Jun,2018,05/06/2018,33.42368241,NA,NA
AgFesMol,5,Jun,2018,05/06/2018,33.42368241,NA,NA
NardusRacomitrium,6,Jun,2018,06/06/2018,33.42642026,0.354,0.354
WetHeath,6,Jun,2018,06/06/2018,33.42642026,0.368,0.368
PoorAgrostisFestuca,6,Jun,2018,06/06/2018,33.42642026,0.396,0.396
RichAgrostisFestuca,6,Jun,2018,06/06/2018,33.42642026,0.408,0.408
FestucaRubra,6,Jun,2018,06/06/2018,33.42642026,0.419,0.419
Sphagnum,6,Jun,2018,06/06/2018,33.42642026,NA,NA
Rumex,6,Jun,2018,06/06/2018,33.42642026,NA,NA
Plantago,6,Jun,2018,06/06/2018,33.42642026,NA,NA
NardusJuncus,6,Jun,2018,06/06/2018,33.42642026,NA,NA
Molinia,6,Jun,2018,06/06/2018,33.42642026,NA,NA
Luzula,6,Jun,2018,06/06/2018,33.42642026,NA,NA
Lair,6,Jun,2018,06/06/2018,33.42642026,NA,NA
HolcusPoa,6,Jun,2018,06/06/2018,33.42642026,NA,NA
Holcus,6,Jun,2018,06/06/2018,33.42642026,NA,NA
HolcusAgrostisSphagnum,6,Jun,2018,06/06/2018,33.42642026,NA,NA
HolcusAgrostis,6,Jun,2018,06/06/2018,33.42642026,NA,NA
Eriophorum,6,Jun,2018,06/06/2018,33.42642026,NA,NA
DryHeath,6,Jun,2018,06/06/2018,33.42642026,NA,NA
Cliff,6,Jun,2018,06/06/2018,33.42642026,NA,NA
AgFesMol,6,Jun,2018,06/06/2018,33.42642026,NA,NA
WetHeath,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Sphagnum,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Rumex,14,Jun,2018,14/06/2018,33.44832307,NA,NA
RichAgrostisFestuca,14,Jun,2018,14/06/2018,33.44832307,NA,NA
PoorAgrostisFestuca,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Plantago,14,Jun,2018,14/06/2018,33.44832307,NA,NA
NardusRacomitrium,14,Jun,2018,14/06/2018,33.44832307,NA,NA
NardusJuncus,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Molinia,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Luzula,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Lair,14,Jun,2018,14/06/2018,33.44832307,NA,NA
HolcusPoa,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Holcus,14,Jun,2018,14/06/2018,33.44832307,NA,NA
HolcusAgrostisSphagnum,14,Jun,2018,14/06/2018,33.44832307,NA,NA
HolcusAgrostis,14,Jun,2018,14/06/2018,33.44832307,NA,NA
FestucaRubra,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Eriophorum,14,Jun,2018,14/06/2018,33.44832307,NA,NA
DryHeath,14,Jun,2018,14/06/2018,33.44832307,NA,NA
Cliff,14,Jun,2018,14/06/2018,33.44832307,NA,NA
AgFesMol,14,Jun,2018,14/06/2018,33.44832307,NA,NA
WetHeath,21,Jun,2018,21/06/2018,33.46748802,0.619,0.619
Cliff,21,Jun,2018,21/06/2018,33.46748802,0.643,0.643
Lair,21,Jun,2018,21/06/2018,33.46748802,0.654,0.654
RichAgrostisFestuca,21,Jun,2018,21/06/2018,33.46748802,0.679,0.679
NardusRacomitrium,21,Jun,2018,21/06/2018,33.46748802,0.684,0.684
Sphagnum,21,Jun,2018,21/06/2018,33.46748802,0.685,0.685
DryHeath,21,Jun,2018,21/06/2018,33.46748802,0.689,0.689
Molinia,21,Jun,2018,21/06/2018,33.46748802,0.699,0.699
FestucaRubra,21,Jun,2018,21/06/2018,33.46748802,0.699,0.699
Plantago,21,Jun,2018,21/06/2018,33.46748802,0.701,0.701
HolcusAgrostisSphagnum,21,Jun,2018,21/06/2018,33.46748802,0.702,0.702
Holcus,21,Jun,2018,21/06/2018,33.46748802,0.703,0.703
Rumex,21,Jun,2018,21/06/2018,33.46748802,0.718,0.718
Eriophorum,21,Jun,2018,21/06/2018,33.46748802,0.72,0.72
HolcusPoa,21,Jun,2018,21/06/2018,33.46748802,0.724,0.724
Luzula,21,Jun,2018,21/06/2018,33.46748802,0.727,0.727
HolcusAgrostis,21,Jun,2018,21/06/2018,33.46748802,0.728,0.728
PoorAgrostisFestuca,21,Jun,2018,21/06/2018,33.46748802,0.734,0.734
AgFesMol,21,Jun,2018,21/06/2018,33.46748802,0.77,0.77
NardusJuncus,21,Jun,2018,21/06/2018,33.46748802,NA,NA
WetHeath,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Sphagnum,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Rumex,22,Jun,2018,22/06/2018,33.47022587,NA,NA
RichAgrostisFestuca,22,Jun,2018,22/06/2018,33.47022587,NA,NA
PoorAgrostisFestuca,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Plantago,22,Jun,2018,22/06/2018,33.47022587,NA,NA
NardusRacomitrium,22,Jun,2018,22/06/2018,33.47022587,NA,NA
NardusJuncus,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Molinia,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Luzula,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Lair,22,Jun,2018,22/06/2018,33.47022587,NA,NA
HolcusPoa,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Holcus,22,Jun,2018,22/06/2018,33.47022587,NA,NA
HolcusAgrostisSphagnum,22,Jun,2018,22/06/2018,33.47022587,NA,NA
HolcusAgrostis,22,Jun,2018,22/06/2018,33.47022587,NA,NA
FestucaRubra,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Eriophorum,22,Jun,2018,22/06/2018,33.47022587,NA,NA
DryHeath,22,Jun,2018,22/06/2018,33.47022587,NA,NA
Cliff,22,Jun,2018,22/06/2018,33.47022587,NA,NA
AgFesMol,22,Jun,2018,22/06/2018,33.47022587,NA,NA
NardusRacomitrium,30,Jun,2018,30/06/2018,33.49212868,0.614,0.614
Cliff,30,Jun,2018,30/06/2018,33.49212868,0.615,0.615
NardusJuncus,30,Jun,2018,30/06/2018,33.49212868,0.643,0.643
WetHeath,30,Jun,2018,30/06/2018,33.49212868,0.645,0.645
RichAgrostisFestuca,30,Jun,2018,30/06/2018,33.49212868,0.683,0.683
DryHeath,30,Jun,2018,30/06/2018,33.49212868,0.683,0.683
Holcus,30,Jun,2018,30/06/2018,33.49212868,0.693,0.693
Sphagnum,30,Jun,2018,30/06/2018,33.49212868,0.699,0.699
Rumex,30,Jun,2018,30/06/2018,33.49212868,0.705,0.705
Eriophorum,30,Jun,2018,30/06/2018,33.49212868,0.71,0.71
PoorAgrostisFestuca,30,Jun,2018,30/06/2018,33.49212868,0.719,0.719
Molinia,30,Jun,2018,30/06/2018,33.49212868,0.722,0.722
FestucaRubra,30,Jun,2018,30/06/2018,33.49212868,0.723,0.723
Plantago,30,Jun,2018,30/06/2018,33.49212868,0.729,0.729
HolcusPoa,30,Jun,2018,30/06/2018,33.49212868,0.732,0.732
Luzula,30,Jun,2018,30/06/2018,33.49212868,0.738,0.738
AgFesMol,30,Jun,2018,30/06/2018,33.49212868,0.751,0.751
HolcusAgrostisSphagnum,30,Jun,2018,30/06/2018,33.49212868,0.753,0.753
HolcusAgrostis,30,Jun,2018,30/06/2018,33.49212868,0.753,0.753
Lair,30,Jun,2018,30/06/2018,33.49212868,0.763,0.763
Cliff,7,Jul,2018,07/07/2018,33.51129363,0.621,0.621
WetHeath,7,Jul,2018,07/07/2018,33.51129363,0.638,0.638
DryHeath,7,Jul,2018,07/07/2018,33.51129363,0.647,0.647
NardusRacomitrium,7,Jul,2018,07/07/2018,33.51129363,0.654,0.654
NardusJuncus,7,Jul,2018,07/07/2018,33.51129363,0.655,0.655
RichAgrostisFestuca,7,Jul,2018,07/07/2018,33.51129363,0.662,0.662
Holcus,7,Jul,2018,07/07/2018,33.51129363,0.697,0.697
Rumex,7,Jul,2018,07/07/2018,33.51129363,0.703,0.703
Eriophorum,7,Jul,2018,07/07/2018,33.51129363,0.703,0.703
Molinia,7,Jul,2018,07/07/2018,33.51129363,0.707,0.707
Sphagnum,7,Jul,2018,07/07/2018,33.51129363,0.71,0.71
HolcusAgrostis,7,Jul,2018,07/07/2018,33.51129363,0.722,0.722
HolcusPoa,7,Jul,2018,07/07/2018,33.51129363,0.723,0.723
FestucaRubra,7,Jul,2018,07/07/2018,33.51129363,0.733,0.733
Plantago,7,Jul,2018,07/07/2018,33.51129363,0.734,0.734
PoorAgrostisFestuca,7,Jul,2018,07/07/2018,33.51129363,0.738,0.738
HolcusAgrostisSphagnum,7,Jul,2018,07/07/2018,33.51129363,0.74,0.74
Luzula,7,Jul,2018,07/07/2018,33.51129363,0.744,0.744
AgFesMol,7,Jul,2018,07/07/2018,33.51129363,0.766,0.766
Lair,7,Jul,2018,07/07/2018,33.51129363,0.772,0.772
Luzula,16,Jul,2018,16/07/2018,33.53593429,0.472,0.472
WetHeath,16,Jul,2018,16/07/2018,33.53593429,0.586,0.586
RichAgrostisFestuca,16,Jul,2018,16/07/2018,33.53593429,0.619,0.619
Plantago,16,Jul,2018,16/07/2018,33.53593429,0.621,0.621
NardusRacomitrium,16,Jul,2018,16/07/2018,33.53593429,0.626,0.626
Eriophorum,16,Jul,2018,16/07/2018,33.53593429,0.631,0.631
Sphagnum,16,Jul,2018,16/07/2018,33.53593429,0.641,0.641
NardusJuncus,16,Jul,2018,16/07/2018,33.53593429,0.642,0.642
Molinia,16,Jul,2018,16/07/2018,33.53593429,0.647,0.647
Cliff,16,Jul,2018,16/07/2018,33.53593429,0.654,0.654
DryHeath,16,Jul,2018,16/07/2018,33.53593429,0.658,0.658
PoorAgrostisFestuca,16,Jul,2018,16/07/2018,33.53593429,0.661,0.661
AgFesMol,16,Jul,2018,16/07/2018,33.53593429,0.661,0.661
HolcusPoa,16,Jul,2018,16/07/2018,33.53593429,0.677,0.677
HolcusAgrostisSphagnum,16,Jul,2018,16/07/2018,33.53593429,0.677,0.677
HolcusAgrostis,16,Jul,2018,16/07/2018,33.53593429,0.682,0.682
FestucaRubra,16,Jul,2018,16/07/2018,33.53593429,0.687,0.687
Holcus,16,Jul,2018,16/07/2018,33.53593429,0.701,0.701
Lair,16,Jul,2018,16/07/2018,33.53593429,0.751,0.751
Rumex,16,Jul,2018,16/07/2018,33.53593429,NA,NA
WetHeath,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Sphagnum,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Rumex,24,Jul,2018,24/07/2018,33.5578371,NA,NA
RichAgrostisFestuca,24,Jul,2018,24/07/2018,33.5578371,NA,NA
PoorAgrostisFestuca,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Plantago,24,Jul,2018,24/07/2018,33.5578371,NA,NA
NardusRacomitrium,24,Jul,2018,24/07/2018,33.5578371,NA,NA
NardusJuncus,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Molinia,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Luzula,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Lair,24,Jul,2018,24/07/2018,33.5578371,NA,NA
HolcusPoa,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Holcus,24,Jul,2018,24/07/2018,33.5578371,NA,NA
HolcusAgrostisSphagnum,24,Jul,2018,24/07/2018,33.5578371,NA,NA
HolcusAgrostis,24,Jul,2018,24/07/2018,33.5578371,NA,NA
FestucaRubra,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Eriophorum,24,Jul,2018,24/07/2018,33.5578371,NA,NA
DryHeath,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Cliff,24,Jul,2018,24/07/2018,33.5578371,NA,NA
AgFesMol,24,Jul,2018,24/07/2018,33.5578371,NA,NA
Cliff,8,Aug,2018,08/08/2018,33.59890486,0.529,0.529
HolcusAgrostisSphagnum,8,Aug,2018,08/08/2018,33.59890486,0.565,0.565
NardusRacomitrium,8,Aug,2018,08/08/2018,33.59890486,0.568,0.568
DryHeath,8,Aug,2018,08/08/2018,33.59890486,0.645,0.645
Eriophorum,8,Aug,2018,08/08/2018,33.59890486,0.654,0.654
FestucaRubra,8,Aug,2018,08/08/2018,33.59890486,0.656,0.656
Molinia,8,Aug,2018,08/08/2018,33.59890486,0.674,0.674
RichAgrostisFestuca,8,Aug,2018,08/08/2018,33.59890486,0.677,0.677
Holcus,8,Aug,2018,08/08/2018,33.59890486,0.677,0.677
WetHeath,8,Aug,2018,08/08/2018,33.59890486,0.679,0.679
PoorAgrostisFestuca,8,Aug,2018,08/08/2018,33.59890486,0.7,0.7
HolcusPoa,8,Aug,2018,08/08/2018,33.59890486,0.702,0.702
Plantago,8,Aug,2018,08/08/2018,33.59890486,0.705,0.705
Rumex,8,Aug,2018,08/08/2018,33.59890486,0.715,0.715
Sphagnum,8,Aug,2018,08/08/2018,33.59890486,0.744,0.744
HolcusAgrostis,8,Aug,2018,08/08/2018,33.59890486,0.75,0.75
Lair,8,Aug,2018,08/08/2018,33.59890486,0.754,0.754
NardusJuncus,8,Aug,2018,08/08/2018,33.59890486,NA,NA
Luzula,8,Aug,2018,08/08/2018,33.59890486,NA,NA
AgFesMol,8,Aug,2018,08/08/2018,33.59890486,NA,NA
NardusRacomitrium,9,Aug,2018,09/08/2018,33.60164271,0.353,0.353
Molinia,9,Aug,2018,09/08/2018,33.60164271,0.357,0.357
FestucaRubra,9,Aug,2018,09/08/2018,33.60164271,0.375,0.375
RichAgrostisFestuca,9,Aug,2018,09/08/2018,33.60164271,0.378,0.378
WetHeath,9,Aug,2018,09/08/2018,33.60164271,0.389,0.389
Eriophorum,9,Aug,2018,09/08/2018,33.60164271,0.417,0.417
PoorAgrostisFestuca,9,Aug,2018,09/08/2018,33.60164271,0.421,0.421
DryHeath,9,Aug,2018,09/08/2018,33.60164271,0.431,0.431
HolcusAgrostisSphagnum,9,Aug,2018,09/08/2018,33.60164271,0.432,0.432
Luzula,9,Aug,2018,09/08/2018,33.60164271,0.474,0.474
HolcusPoa,9,Aug,2018,09/08/2018,33.60164271,0.476,0.476
Rumex,9,Aug,2018,09/08/2018,33.60164271,0.489,0.489
Sphagnum,9,Aug,2018,09/08/2018,33.60164271,0.493,0.493
Lair,9,Aug,2018,09/08/2018,33.60164271,0.494,0.494
Cliff,9,Aug,2018,09/08/2018,33.60164271,0.509,0.509
Holcus,9,Aug,2018,09/08/2018,33.60164271,0.547,0.547
HolcusAgrostis,9,Aug,2018,09/08/2018,33.60164271,0.552,0.552
Plantago,9,Aug,2018,09/08/2018,33.60164271,0.553,0.553
NardusJuncus,9,Aug,2018,09/08/2018,33.60164271,NA,NA
AgFesMol,9,Aug,2018,09/08/2018,33.60164271,NA,NA
NardusJuncus,24,Aug,2018,24/08/2018,33.64271047,-0.025,NA
NardusRacomitrium,24,Aug,2018,24/08/2018,33.64271047,-0.024,NA
FestucaRubra,24,Aug,2018,24/08/2018,33.64271047,-0.017,NA
Eriophorum,24,Aug,2018,24/08/2018,33.64271047,-0.017,NA
DryHeath,24,Aug,2018,24/08/2018,33.64271047,-0.016,NA
Molinia,24,Aug,2018,24/08/2018,33.64271047,-0.015,NA
WetHeath,24,Aug,2018,24/08/2018,33.64271047,-0.014,NA
